code,rdkit_smiles
0AR,CC(=O)NC(=N)NCCCC(N)C(=O)O
0AS,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C)C(=O)O
0AT,CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O
0AU,O=C1NC(=O)N(C=C1I)C1OC(COP(=O)(O)O)C(O)C1O
0AV,COC1C(O)C(COP(=O)(O)O)OC1n1cnc2c(N)ncnc21
0AY,CCOB(OCC)C(N)CCCCN
0AZ,O=C(O)C1CC(O)CN1
0B1,COc1cccc(c1)c1cccc(c1)C1CC1C1=CC(=O)N(C)C(N)=N1
0B2,CC(CO)C(=O)C(N)CC1CCCCC1
0B3,CN1C(=O)CC(C)(CCc2ccccc2)N=C1N
0B4,CN1C(=O)CC(C)(N=C1N)C1CC1c1ccccc1
0BB,Cc1cccc2scc(CN3C(=O)N(CCCC(=O)O)c4ccccc43)c12
0BD,CC(C)CC(CC(C)C)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
0BE,[Be+2]
0BI,COCc1cc2cc(c1)C(=O)NC(Cc1cccc(c1)OCCCCN2)C(O)CNC1(CC1)c1cccc(c1)C(C)C
0BM,CS(=O)(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC1CCN(CC1)C(=N)N
0BN,N=C(N)c1ccc(cc1)CC(N)C(=O)O
0BP,c1ccc(nc1)c1ccccn1
0BR,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(cc12)OC
0BT,CC1=CN(C(=O)NC1=O)C1CC2OC(OCC2O1)(c1ccc(I)cc1)P(=O)(O)O
0BU,O=C(Nc1cccc(c1)C(=O)Nc1ccc(c2cc(cc(c12)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)Nc1cccc(c1)C(=O)Nc1ccc(c2cc(cc(c12)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
0BV,O=CCc1cc2ccccc2c2ccccc12
0BW,COC(=O)c1ccc(c(c1)NC(=O)c1cccc(c1)OC)N1CCN(C)CC1
0BX,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1
0BY,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1Cl
0BZ,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1F
0C,NC1C=CN(C(=O)N=1)C1OC(COP(=O)(O)O)C(O)C1O
0C0,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1c1ccccc1
0C1,CS(=O)(=O)NC(=O)c1c(C2=CC=CNC2=O)c2c3OCCc3ccc2n1Cc1cc(F)ccc1F
0C2,CC1COc2c1ccc1c2c(C2=CC=CNC2=O)c(C(=O)NS(C)(=O)=O)n1Cc1cc(F)ccc1F
0C3,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1C(F)(F)F
0C4,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1Br
0C5,N#Cc1ccccc1Nc1ccnc(n1)Nc1ccc(cc1)C(=O)O
0C6,O=C(O)c1ccc(cc1)Nc1ncc(F)c(n1)Nc1ccccc1Cl
0C7,Clc1ccccc1Nc1ccnc(n1)Nc1ccc(cc1)c1nnn[nH]1
0C8,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1OC(F)(F)F
0C9,O=C(O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1C(=O)O
0CA,CC(=N)N1CCC(CC1)Oc1cc(C(=O)O)c2cc(C(C)C)n(Cc3ccc4ccc(cc4c3)C(=N)N)c2c1
0CB,CC(=N)N1CCC(CC1)Oc1ccc(cc1)N(Cc1ccc2ccc(cc2c1)C(=N)N)S(=O)(=O)CC(=O)O
0CE,CC(C)n1c2ccc(cc2c2c3C=NC(=O)c3c3-c4cn(C)nc4CCc3c21)C1CCCCO1
0CG,C#CCOP(=O)(O)OP(=O)(O)O
0CH,O=P(O)(O)OP(=O)(O)OCCCCO
0CJ,CC(=O)CCCOP(=O)(O)OP(=O)(O)O
0CK,Nc1nccc(n1)c1c(ncn1C1CCCCC1)c1ccc(F)cc1
0CL,ClCCCCl
0CM,CC#CCOP(=O)(O)OP(=O)(O)O
0CN,C=C=CCOP(=O)(O)OP(=O)(O)O
0CO,C=C1C(=CC=C2CCCC3(C)C2CCC3C2(C)CC(CO2)CC(C)(C)O)CC(O)CC1O
0CP,COc1ccc(cc1OC1CC2CCC1C2)C1CNC(=O)NC1
0CR,COc1cc2Cc3cc4OCCOc5cc6Cc7cc(OCc8cn(CCC(=O)O)nn8)c8cc7Cc7cc(OCc9cn(CCC(=O)O)nn9)c(cc7Cc6cc5OCc5cn(CCc6ccc(cc6)S(N)(=O)=O)nn5)OCCOc1cc2Cc1cc(OC)c(cc1Cc3cc4OC)OCCO8
0CS,NC(CS(=O)OO)C(=O)O
0CT,c1ccc2[nH]nnc2c1
0CU,Clc1cc(Cl)c2[nH]nnc2c1
0CV,COc1cc(C)c2nc3[nH]nc(C)c3c(c2c1)N1CCNCC1
0CX,CCC1CCCC(O)C(C)C(=O)C2=CC3C(C=CC4CC(O)CC43)C2CC(=O)O1
0CZ,Oc1ccc(cc1)C(c1ccc(O)cc1)(C(F)(F)F)C(F)(F)F
0D1,Oc1ccc(cc1)C(=C(Cl)Cl)c1ccc(O)cc1
0D2,O=C1NC(=O)C(N1)(c1ccccc1)C1(NC(=O)NC1=O)c1ccccc1
0D6,CC(C)CC(NC(=O)N1CCNCC1)C(=O)NC(CCc1ccccc1)CCS(=O)(=O)c1ccccc1
0D8,NCCCO
0DA,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1
0DC,NC1C=CN(C(=O)N=1)C1CC(O)C(COP(=O)(O)O)O1
0DF,CN1C(=O)Nc2ncc(cc21)c1ccccc1
0DG,NC1=Nc2c(ncn2C2CC(O)C(COP(=O)(O)O)O2)C(=O)N1
0DI,NC(Cc1cccc(Cl)c1)C(=O)N1CCN(CC1)C(=O)c1cc(F)ccc1F
0DJ,CN1C(=O)Nc2ncc(cc21)c1cccc(c1)C(N)=O
0DN,CC1=CN(C(=O)NC1=O)C1CC(O)C(CF)O1
0DO,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CN1CCC(CC1C(=O)NC(C)(C)C)S(=O)(=O)c1ccncc1
0DQ,Nc1snnc1c1ccccc1
0DS,CC(C)CC(CC(=O)NO)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
0DT,CC1=CN(C(=O)NC1=O)C1CC(O)C(COP(=O)(O)O)O1
0DU,CC1=CC(=C(C(=O)N1C)c1ccc(cc1)CC(NC(=O)c1c(Cl)cccc1Cl)C(=O)O)C(F)(F)F
0DV,CC(C)C1CCC2(C)C=C3C(CO)CCC3C(C)C(O)C(OC3OC(CO)C(O)C(O)C3O)C=12
0DX,CN1CCN(CCCNc2cc3C(=O)N(CCCN4CCOCC4)C(=O)c4c(cc5C(=O)N(CCCN6CCOCC6)C(=O)c2c5c34)NCCCN2CCN(C)CC2)CC1
0E0,CC(C)(CO)C1CC2NC(=O)c3ccccc3C=2CO1
0E1,CC(C)C1Cc2nc(O)c(C#N)cc2CO1
0E5,CCC(C)(O)C(N)C(=O)O
0E6,NC(=[NH2+])NCCCC(NC(=O)OCc1ccccc1)C(=O)NC(COCc1ccccc1)C(=O)CCl
0E7,COC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCNC(=N)N)C(C)O
0E8,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C
0EA,CNC(C(=O)O)C(O)c1ccc(O)c(O)c1
0EC,COc1cc2nc(nc(N)c2cc1OC)N1CCNCC1
0EF,CC(NC(=O)OC(C)(C)C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)NC(=O)O
0EH,CCCCCCCC(C)(N)C(=O)O
0EJ,O=C(CP(=O)(O)O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O
0EN,CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(cc1)C(C)(C)C
0EO,CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)O
0ET,CCCCCCCCCC(O)CSCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n1cnc2c(N)ncnc21
0EU,CCNC(=O)Nc1sc2ccccc2c1C(=O)N1CCC(CC1)N1CCCC2(C1)CC(C)(C)OC2=O
0EV,O=C1NC=Nc2c1cc1nc(NCCc3ccccc3)[nH]c1c2CCNCC1CCCCC1
0EX,NC1=Nc2c(cc3[nH]c(nc3c2CCNCc2ccccc2)NCCc2ccccc2)C(=O)N1
0EY,O=C1C=CN(Cc2cn(nn2)C2OC(CO)C(O)C2O)C(=O)N1
0EZ,CCC(C)C1NC(=O)C(Cc2ccc(cc2)OCCCNC1=O)NCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C
0F0,CN(C)CCCC(=O)Nc1cccc(c1)C(=O)Nc1ccc(cc1)Nc1nccc(n1)c1cccnc1
0F1,O=C(O)c1sc2cc(Cl)ccc2c1Cl
0F2,CCC(O)(CC)c1cc(OCCN2CCOCC2)c2cc([nH]c2c1)C1N=NC2=CC=[SH]C=12
0F3,NS(=O)(=O)Nc1ccc(cc1)S(N)(=O)=O
0F4,O=C(Nc1cccc(c1)Nc1ccc2C(=Cc3ccc[nH]3)C(=O)Nc2c1)Nc1cccc(c1)C(F)(F)F
0F5,NC1CCC(CC1)Nc1cncc(n1)c1cccc(c1)CC1=[SH]C(=O)NC1=O
0F9,Oc1ccc(Cl)cc1c1cc[nH]n1
0FA,CC(C)CC(NP(=O)(O)O)C(N)=O
0FG,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NCc1ccc(F)cc1
0FI,S=CNc1ccccc1
0FK,NC(=O)c1ccc2cccc(O)c2n1
0FL,NCC(NC=O)C(=O)O
0FN,N#CC1C(=O)c2ccccc2C1=O
0FO,O=C1C=C(O)c2cc(Br)ccc2O1
0FP,CCC(NC(=O)C(O)C(C)NC(=O)C(CC(=O)N(C)C)NC(=O)C(NC(=O)C(NC(=O)CCCCCN)C(C)(C)C)C(C)(C)C)c1ccccc1
0FQ,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n1cnc2c(N)ncnc21)C(O)C(=O)NCCC(=O)NCCSCC(=O)c1ccccc1
0FR,O=C(c1ccco1)c1c[nH]c2ccccc12
0FS,O=C1NC(=O)C(=Cc2cccc(c2)C(F)(F)F)S1
0FT,CC1=CN(Cc2cn(nn2)C2OC(CO)C(O)C2O)C(=O)NC1=O
0FU,Nc1nc(N)c(N)c(O)n1
0FV,CC(C)=CCCC(C)=C(F)COP(=O)(O)OP(=O)(O)O
0FW,O=C(Nc1cccc(c1)Oc1ccc(C(=O)O)c(c1)C(=O)O)c1ccc(cc1)c1ccccc1
0FX,CC1=CN(C(=O)NC1=O)C1CC(O)C(COP(=O)(O)OP(=O)(O)OC2OC(C)C(N)C(O)C2O)O1
0FY,Cc1cn2c([nH+]cc2c2cnn(c2)CC(=O)Nc2cc[nH+]cc2F)c(n1)Nc1cc(C[NH+]2CCCC(C)C2)ns1
0FZ,COc1ccc2C(=NCCc2c1)c1ccc(cc1)S(N)(=O)=O
0G,NC1=Nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)C(=O)N1
0G0,O=C1NC(=O)N(C=C1F)Cc1cn(nn1)C1OC(CO)C(O)C1O
0G1,CCC(O)(CC)c1ccc2c(c1)[nH]c(c1n[nH]c3ccsc31)c2c1ccc(cc1)OC
0G2,CCC(O)(CC)c1ccc2cc([nH]c2c1)c1[nH]nc2cc(sc21)c1ccccc1
0G4,NC1=NC(=O)N(C=C1F)C1CSC(COP(=O)(O)OP(=O)(O)NP(=O)(O)O)O1
0G5,NC(CCCNC(=O)c1cccc(I)c1)C(=O)O
0G6,NC(=[NH2+])NCCCC(NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(O)CCl
0G7,N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(=O)CCl
0G8,NC1C=CN(C(=O)N=1)C1CSC(COP(=O)(O)OP(=O)(O)O)O1
0GA,CC=C(Oc1cccc(C(=O)O)c1O)C(=O)O
0GD,Cc1cc(N)nc(c1)c1ccc(cc1)CNCCc1cccc(F)c1
0GE,CN(C)c1cccc2c(cccc12)S(=O)(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(CCCNC(=N)N)C(O)CCl
0GF,Cc1cc(ccc1Br)C(=O)O
0GG,COc1cc(ccc1O)CC(=O)NCC(N)C(=O)O
0GH,CC(C)CNC(=O)C(NCC(Cc1ccccc1)NC(=O)c1cc(cc(c1)N(C)S(C)(=O)=O)C(=O)NC(C)c1ccccc1)C(C)O
0GJ,NC(=[NH2+])NCCCC(NC(=O)CNC(=O)C(N)CCC(=O)O)C(O)CCl
0GM,CC(C)CC1NC(=O)CC(O)C(CC(C)C)NC(=O)C(CCC(=O)NCc2cccc(c2)CNC1=O)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12
0GO,CCCN1CCCC12CCN(C2=O)C(C)C(=O)NC(Cc1ccccc1)C(O)CNCc1cccc(c1)C(C)C
0GQ,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)N1CCC(N)CC1)C(=O)NCc1cnc(C)nc1N
0GR,CC(C)CC(NC(=O)c1ccco1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
0GS,CC(F)(F)c1cccc(c1)CNC1CS(=O)(=O)CC(Cc2cc(F)c(N)c(Br)c2)C1O
0GT,CC(C)(C)c1cccc(c1)CNC1CS(=O)(=O)CC(Cc2ccc3[nH]cc(CC(F)F)c3c2)C1O
0GU,CC(C)(C)c1cccc(c1)CNC1CS(=O)(=O)CC(Cc2cc(F)c3NCC4(CCC(F)(F)CC4)c3c2)C1O
0GV,CC(C)CCCC(C)C1CCC2C3C(=O)C=C4CC(O)CCC4(C)C3CCC12C
0GX,CCCOc1sc(C(=O)N2C3CCC2CC(C3)c2cc(ccc2F)CN)c(C)c1Br
0GY,O=C(O)C=C(C=C(O)C(=O)O)C(=O)O
0GZ,O=C1C=C(C=C(O1)C(=O)O)C(=O)O
0H2,O=C1NC(=O)c2cc3c(cc21)C1C=CC=C[N+]=1[Ru]312(N=C=S)S3CCS1CCS2CC3
0H3,CCCOCCN1C(=O)N=C(NCCOC(C)C)c2cnc(cc21)c1ccc(nc1)OC
0H4,Cc1ccc(nc1)NC(=O)C(CC1CCCC1)N1C=CC(=CC1=O)C(F)(F)F
0H5,COc1ccc2ncnc(Nc3ccn(C)n3)c2c1
0H6,O=C(O)c1ccc(nc1)NC(=O)C(CC1CCCC1)n1cnc(c1)C(F)(F)F
0H7,OC(c1ccc(Cl)s1)(c1ccc(Cl)s1)C1CN2CCC1CC2
0H8,CC(C)C(NC(=O)CCC(=O)O)C(=O)N1CCCC1C(=O)NC(CCCCN)P(=O)(O)O
0H9,COc1ccc(cc1)CNCCS(=O)(=O)O
0HD,O=C(NCCc1ccccc1)Nc1ccc2[nH]ncc2c1
0HG,[NH3+]C(CCC(=O)NC(CSCc1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
0HH,CCCCCCCCCSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
0HK,C[N+]1(C)C2CC(CC1C1OC12)OC(=O)C(O)(c1cccs1)c1cccs1
0HL,COc1ccc2ccc(cc2c1)S(=O)(=O)N(Cc1ccsc1)C1CCN(Cc2csc(c2)C(=N)N)C1=O
0HM,NCc1ccc(cc1)NC(=O)c1c(O)ccc[n+]1Cc1nccn1Cc1ccccc1
0HN,O=C(O)c1ccc2OCOc2c1
0HO,O=C(O)c1ccc2nsnc2c1
0HQ,C=[N+]=[N-]
0HT,CCC(C)C(NC(=O)C(NCC(O)C(N)CC(C)C)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)OC
0HV,O=C(O)c1cccc(c1)Nc1ccc(c2ccccc12)[N+](=O)[O-]
0HW,CCOC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)O)C(C)CC
0HX,CCC(CC)OC1OC(=CC(O)C1NC(C)=O)C(=O)O
0HY,COC(=O)CC(C)C1=NNC2N=C(N)NC(=O)C=2C1=O
0I5,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(CCc1ccccc1)C(=O)CF
0IN,Oc1c(ccc2cccnc12)Cc1cccnc1
0IT,NC(=[NH2+])NCCCC(C=O)NC(=O)CN1CCCC(NS(=O)(=O)Cc2ccccc2)C1=O
0IV,N=C(N)N1CCCC(CC(C=O)NC(=O)CN2CCCC(NS(=O)(=O)Cc3ccccc3)C2=O)C1
0IW,CN1CCN(CC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCc1ccccc1)CCS(=O)(=O)c1ccccc1
0J0,CN1C(=O)C=C(OCc2cn(nn2)C2CC3CCC(C2)[N+]3(C)C)c2ccccc21
0J2,CC(CC(=O)O)C1=NNC2N=C(N)NC(=O)C=2C1=O
0J3,CN1CCN(CC1)c1cnc2cc(cc(NCc3cccc(c3)[N+](=O)[O-])c2c1)C(F)(F)F
0J4,CC(C(=O)O)C1=NNC2N=C(N)NC(=O)C=2C1=O
0J5,NC1=NC2NN=C(CC(=O)O)C(=O)C=2C(=O)N1
0J6,O=C(Nc1cccc(c1)c1nnn[nH]1)c1ccc2n[nH]cc2c1
0J7,O=C(Nc1cccc(c1)c1nnn[nH]1)c1cccc(c1)c1ncccn1
0J8,O=[N+]([O-])c1cccc(c1)CNc1nc(nc2ncc(cc12)c1cnn(c1)C1CCNCC1)C(F)(F)F
0J9,CC(C)(C)n1nc(c2cccc3ccccc32)c2c(N)ncnc21
0JA,N#CC1(CC1)c1cccc(C(=O)Nc2cc(ccc2F)Oc2ccc3nc(NC(=O)C4CC4)sc3n2)c1Cl
0JB,O=C(Nc1cccc(c1)c1nnn[nH]1)c1cccc2nc[nH]c12
0JC,C1C[NH2+][Pt+]2([NH2+]1)I[Pt+]1([NH2+]CC[NH2+]1)I2
0JD,O=C(O)C1COc2ccccc2O1
0JE,CCOc1cc2nc([nH]c2cc1F)c1[nH]ncc1NC(=O)N(CC)CC
0JF,COc1cc(cc(OC)c1OC)Nc1nccc(n1)N1CCCC(C1)C(=O)NCc1ccc(C)cc1
0JG,COC(=O)C(C#N)Cc1c(c2ccc(C)cc2)c2c(N)ncnc2n1C=CCO
0JH,Cc1ccc(cc1)c1c(CC(C#N)C(=O)OC(C)(C)C)n(CCCO)c2ncnc(N)c12
0JJ,COc1cnc2c(ccnc2c1)NCc1nnc2ccc(nn12)c1cc(C)ns1
0JK,O=C1c2c(CCN1c1ccccc1)nnn2Cc1ccc2ncccc2c1
0JL,COCCOc1cnc2ccc(cc2c1)C(C)n1nnc2C=CN(C(=O)c21)c1cc(C)ns1
0JM,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(O)N2C1C(=O)O
0JN,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21
0JO,C=C(N=Cc1c(cnc(C)c1O)COP(=O)(O)O)C(=O)O
0JP,COc1cc2CCn3cnc(c3-c2cc1OC)c1cncs1
0JQ,COc1cc2nncc(c3cnc(c(C)c3)N3CCC(CC3)C(C)(C)O)c2cc1OC
0JR,CC(C)(CO)C(O)C(=O)NCCC(=O)NCc1cccnc1
0JT,CC(C)C(N)CCC(=O)O
0JU,N=CC(N)CCC(N)=O
0JV,COC(=O)NC1COC2CC(CC12)OC(=O)NC(Cc1ccccc1)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(cc1)OC
0JW,N#CC(=Cc1ccc(O)c(O)c1)C(N)O
0JX,O=P(O)(O)OP(=O)(O)OCCC=CO
0JY,CC(C)(C)CC(N)C(=O)O
0JZ,CC(C)C1NC(=O)c2c[se]c(n2)C(NC(=O)c2c[se]c(n2)C(NC(=O)c2c[se]c1n2)C(C)C)C(C)C
0K0,CS(=O)(=O)Nc1cccc(c1)c1cnc(N)c(n1)C(=O)NCC1CCNCC1
0K1,Cn1cc(cn1)c1cccc(c1)c1cnc(N)c(n1)C(=O)NC1C2CC3CC1CC(O)(C3)C2
0K2,O=CCCCOP(=O)(O)OP(=O)(O)O
0K3,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)O
0K5,Cc1ncc(COP(=O)(O)O)c(CNC2=Cc3cc(ccc3N(O)C2=O)Oc2ccccc2)c1O
0K6,CN1CCN(CC1)C(=O)c1cc(cn1C)Nc1ncc2cc(C(N)=O)n(c2n1)C1CCCC1
0K7,Cc1ccc(cc1)c1nc(cs1)C(=O)O
0K9,COC(C)C(=O)NC(Cc1cccc(c1)c1nccs1)C(O)CNC1CC2(CCC2)Oc2ncc(cc21)CC(C)(C)C
0KA,S12[Fe]3S4[Fe]1S1[Fe]2S3[Ag]41
0KB,O=C(COc1ccccc1P(=O)(O)O)Nc1cccc(c1)C(F)(F)F
0KC,O=C(COc1ccccc1P(=O)(O)O)NC1CCCC1
0KD,O=C(Nc1cccnc1)c1ccnc2[nH]c(nc12)c1ccsc1
0KE,COc1ccc2C=C(NCc3c(cnc(C)c3O)COP(=O)(O)O)C(=O)N(O)c2c1
0KF,Cc1cc(C(=O)Nc2cccc(c2)Oc2ccc3nc(cn3n2)NC(=O)C2CC2)n(C)n1
0KG,O=C(COc1ccccc1P(=O)(O)O)NC1CCCCC1
0KH,O=C(COc1ccccc1P(=O)(O)O)Nc1cccc(Cl)c1Cl
0KJ,CCC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OCC1CCC(=O)N1)S(=O)(=O)c1ccc2ncsc2c1
0KK,CN1C(=N)NC(C1=O)(c1ccccc1)c1ccccc1
0KL,NCCCC#CC1=CN(C(=O)NC1=O)C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
0KM,COc1cccc(c1)c1cccc(c1)C1(NC(=N)N(C)C1=O)c1ccccc1
0KN,COC(C)C(=O)NC(Cc1ccc2OCOc2c1)C(O)CNC1CC2(CCC2)Oc2ncc(cc21)CC(C)(C)C
0KO,COc1ccc(cn1)Nc1ncc(cc1c1nc(C)nc(N)n1)CN1CCN(CC1)S(C)(=O)=O
0KP,CN1C(=N)NC(C1=O)(c1ccccc1)c1cccc(c1)c1cccnc1
0KQ,CN1C(=N)NC(C1=O)(c1cccc(c1)c1cncc(Cl)c1)C1CC1
0KR,CC#Cc1cncc(c1)c1cccc(c1)C1(NC(=N)N(C)C1=O)C1CC1
0KS,CN(c1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c1ccccc1
0KT,COCCn1cccc1C(O)(c1ccc(cc1)N(C)S(=O)(=O)c1ccccc1)C(F)(F)F
0KU,Cc1nc(sc1CO)C(NC(=O)C(=O)Nc1ccc(Cl)cc1)C1CCCCN1
0KV,N=C(N)N1CCCC(CC(C=O)NC(=O)CN2CCCC(NS(=O)(=O)Cc3ccccc3)C2=O)C1
0KW,Cc1nc(sc1CCO)C(NC(=O)C(=O)Nc1ccc(Cl)cc1)C1CCCCN1
0KX,NC1C=CN(C(=O)N=1)C1CC(O)C(COP(=O)(O)NP(=O)(O)OP(=O)(O)O)O1
0KY,CCOC(C)CN1C(=S)NC(=O)c2nc[nH]c21
0KZ,CC1=CN(C(=O)NC1=O)C1CC(O)C2(COP(=O)(O)O)CC12
0L0,COc1cc2c(C=C(NCc3c(cnc(C)c3O)COP(=O)(O)O)C(=O)N2O)cc1Cc1ccccc1
0L1,O=C(O)CCCCC(=O)O
0L3,Nc1ncnc2c1c(C#CCCCNC(=O)CCCCCCCCCO)cn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
0L4,NCCCC#Cc1cn(c2ncnc(N)c12)C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
0L5,O=C(CCCCCCCCCO)NCCCC#CC1=CN(C(=O)NC1=O)C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
0L6,NCCCC#CC1CN(C(=O)NC=1N)C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
0L7,NCCCC#Cc1cn(c2N=C(N)NC(=O)c12)C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
0L8,OCc1cc(Br)c(c2ccc(O)cc2)c(c1)c1ccoc1
0L9,COC(C(=O)O)c1c(C)nc2ccc(Br)cc2c1c1ccc(Cl)cc1
0LA,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
0LB,N#CC1(CC1)NC(=O)C1CCCCC1C(=O)N1CCN(CC1)c1ccc(F)cc1
0LC,N#CC1(CC1)NC(=O)C1CCCCC1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1
0LD,Cc1ncc(COP(=O)(O)O)c(CNC2=Cc3cn(nc3N(O)C2=O)c2ccccc2)c1O
0LF,O=C(O)C1CC(CN1)OCCCCc1ccccc1
0LG,CC(C)c1cccc(c1)CNCC(O)C1COCC=CCC(NC(=O)c2cc(cc(c2)N(C)S(C)(=O)=O)C(=O)N1)c1ccccc1
0LH,NCCn1ccc2ccccc21
0LI,Cc1ccc(cc1C#Cc1cnc2cccnn12)C(=O)Nc1ccc(CN2CCN(C)CC2)c(c1)C(F)(F)F
0LJ,N=C(N)NC1Cc2ccccc2C1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1
0LK,N=C(N)NC1Cc2ccccc2C1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1
0LL,NC1Cc2ccccc2C1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1
0LM,CN1C(C)(C)CC(CC1(C)C)NC(=O)C(=O)Nc1ccc(Cl)c(F)c1
0LN,COc1ccc2c(C=C3Cn4c-2c(c2ccc(cc24)C(=O)NS(=O)(=O)N(C)CCCCN(C)C3=O)C2CCCCC2)c1
0LO,O=C(O)c1cncc(c1)c1ccccc1
0LP,CC(=O)NC1C(O)C(CC=Cc2ccccc2)=C(OC1C(O)C(O)CO)C(=O)O
0LQ,O=C1C(=O)N(C(c2ccccc2)c2ccccc2)C2CNCC2N1C(c1ccccc1)c1ccccc1
0LR,c1ccc(cc1)C1CCNCC1OCc1ccc2ccccc2c1
0LS,Clc1ccc(cc1)N(CC1CNCC1Cc1ccccc1)c1ccccc1
0LT,COCCCOc1cc(ccc1OC)C(=O)N(CC1CNCC1Cc1ccccc1)C(C)C
0LU,OC(CC1c2ccccc2Sc2ccccc21)CN1CCCC1
0LV,CC1(C)Cc2cccc(CO)c2O1
0LW,OC(CC1c2ccccc2Sc2ccccc21)CN1CCCC1
0LX,COC(CC(CCCCNCc1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1
0LY,CC1(C)CC(CC(C)(C)N1)NC(=O)C(=O)Nc1ccc(Br)cc1
0LZ,O=C(NCC1NCCc2ccccc21)C(=O)Nc1ccc(Cl)c(F)c1
0M1,CC1(C)OC(CN)C(CNC(=O)C(=O)Nc2ccc(Cl)c(F)c2)O1
0M2,CC(O)CN1CC2=C(C1)c1ccccc1Nc1ccccc12
