code,rdkit_smiles
2PE,OCCOCCOCCOCCOCCOCCOCCOCCOCCO
2PF,Cc1cc2c(cc1C)N1C(O)CC(c3c(F)c(F)c(F)c(F)c3F)C13C(=O)NC(=O)N=C3N2CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1O)n1cnc2c(N)ncnc21
2PG,O=C(O)C(CO)OP(=O)(O)O
2PH,NC1=NC2NCC(COP(=O)(O)OP(=O)(O)O)=NC=2C(=O)N1
2PI,CCCC(N)C(=O)O
2PJ,CC(C)(C)OC(=O)NCC(Cc1cnc2ccccc2c1)c1cc(F)ccc1F
2PK,NC1=NC(=O)C(Cc2ccc(O)cc2)=[SH]1
2PL,O=C(O)COP(=O)(O)O
2PM,CN(C)CCOC(c1ccccc1)c1ccccc1
2PN,O=P(O)(O)NP(=O)(O)O
2PO,O=[PH]([O-])[O-]
2PP,CCCC(CCC)C(=O)O
2PQ,CCCc1cc(ccc1OCCCN1CCCc2c(cccc21)OC(C)(C)C(=O)O)C(=O)c1ccc(cc1)c1ccccc1
2PR,Nc1ncc2ncn(c2n1)C1CC(O)C(COP(=O)(O)O)O1
2PS,NC(CCc1ccccc1)CCS(=O)(=O)Oc1ccccc1
2PT,CNC(=S[Pt+2]1[NH2+]CC[NH2+]1)N(C)CCNc1c2ccccc2[nH+]c2ccccc12
2PU,O=C(Nc1cc([nH]n1)C1CCCN1)Nc1cccc2C(=O)N3CCCC3c12
2PV,NC1=NC(=O)C(Cc2ccc(N)cc2)=[SH]1
2PW,CCC(C)N1C(=O)C(=Cc2ccc(O)cc2)[SH]=C1S
2PX,Cc1ccc2[nH]cc(CN3CCC(CC3)NC(=O)C(N)Cc3c[nH]c4ccccc34)c2c1
2PY,NC(COc1cncc(c1)c1ccc2[nH]ncc2c1)CC1C=NC2C=CC=CC=12
2PZ,NCC(=O)NC1CCN(CC1)Cc1c[nH]c2ccccc12
2Q0,CC(C)CN1C(=O)C(Cc2ccc(O)cc2)=[SH]C1=S
2Q2,O=C(O)C(O)C(O)C(O)C(O)CO
2Q4,CC(C)C(NC(=O)CC(C)(C)O)C(=O)N1CCC(O)(c2ccc(Cl)cc2)C(C)(C)C1
2Q5,CC(O)COC(C)COC(C)COC(C)CO
2Q6,COC(=O)NCC(Cc1cnc2ccccc2c1)c1ccc(cc1)OCCCCCc1ccc(cc1)NC(=O)C(C1CCCCC1)N1CCCC(N)C1=O
2Q8,CN1CCc2c3C(=O)CC(C)(C)Cc3n(c2C1)c1ccc(cc1)C(N)=O
2Q9,CC(C)Nc1cc(cc2CCNC(=O)c21)n1c2CN(C)CCc2c2C(=O)CC(C)(C)Cc21
2QA,Cc1cn(c2CC(C)(C)CC(=O)c12)c1cc2CCNC(=O)c2c(c1)C1CCCC1
2QB,Cc1ncc(CN=[N+]=[N-])c(N)n1
2QC,NCc1ccc(cc1)c1csnn1
2QD,CNC(=O)CCC(CC(N)C(=O)O)C(=O)O
2QE,COC(=O)CCC(CC(N)C(=O)O)C(=O)O
2QF,O=C(NCc1ccc(cc1)S(=O)(=O)c1cc(F)cc(F)c1)c1ccn2cccc2c1
2QG,N#CNC(=NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1
2QH,COc1ccc(cc1C)C1(N=C(N)N2CC(F)(F)CN=C21)c1ccc(F)c(c1)c1cccnc1
2QJ,CC(O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)c1cccc(Br)c1)C(F)(F)F
2QK,CCC(NC(=O)c1ccc2[nH]nc(c3ccc(cc3)OC3CCN(C)CC3)c2c1)c1ccccc1Cl
2QL,OC1Cc2c(cc3ccc4cccc5c6ccccc6c2c3c45)C(O)C1O
2QM,O=C(NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)O)NC(C(=O)O)c1ccc(O)cc1
2QN,O=C(NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)O)NC(Cc1ccncc1)C(=O)O
2QO,C=CCc1cccc(c1)c1cc(C=CC(=O)O)ccc1O
2QP,O=C(NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)O)NC(Cc1ccco1)C(=O)O
2QQ,C#CCC(NC(=O)NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O
2QR,Cc1ncc(COP(=O)(O)O)c(CNC2COC(OP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)N3C=CC(=O)NC3=O)C(O)C2O)c1O
2QS,O=C(NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)O)NC(CC1CO1)C(=O)O
2QT,Nc1ncnc2ccc(cc12)c1cc(F)cc(c1)NC(=O)CN1CCCC1
2QU,Nc1ncnc2ccc(nc12)c1ccnc(F)c1
2QV,Nc1ncnc2ccc(cc12)c1cccc(Cl)c1
2QW,C[Se]CCC(N)C(=O)NC(C(=O)Nc1ccc(C)cc1)C1CCCCC1
2QX,COC(=O)NCC(Cc1cnc2ccccc2c1)c1cc(ccc1F)CCCCCc1ccc(cc1)NC(=O)C(C1CCCCC1)N1CCCC(N)C1=O
2QY,CNC(=Cc1ccc(O)cc1)C(=O)O
2QZ,CC(O)C(C(=O)O)N(C)C
2R1,NC(C(=O)O)=C(CO)C1CO1
2R2,COCCN1CCN(CC1)C(=O)c1nc2cc(c(C)c(c2s1)[N+](=O)[O-])C(F)(F)F
2R3,COc1ccc(cc1)C(O)C(N)C(=O)O
2R4,O=C1C=C(Oc2c1cccc2c1cccc2c3ccccc3sc12)N1CCOCC1
2R5,Cc1cnc(nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C)Nc1ccc(cc1)OCCn1cccc1
2R6,Cc1cn(c2CC(C)(C)CC(=O)c12)c1cc2CCNC(=O)c2c(c1)CC(C)C
2R7,O=C(NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)O)NC1(CC1)C(=O)O
2R8,C=CC1CC1(NC(=O)C1CC(CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)Oc1nccc2cc(ccc12)OC)C(=O)NS(=O)(=O)C1CC1
2R9,C=CC1CC1(NC(=O)C1CC(CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)Oc1ncc(OC)c2ccc(Cl)cc12)C(=O)NS(=O)(=O)C1CC1
2RA,NCC(N)C(=O)O
2RB,COc1ccc(cc1)C(=O)NN=Cc1cc(Br)c(O)c(Br)c1O
2RC,COc1cc(cc(OC)c1OC)Nc1ncc(F)c(n1)Nc1ccc2OC(C)(C)C(=O)N(COP(=O)(O)O)c2n1
2RD,CCCCCCCCCCCCSc1[nH]nnc1C(=O)O
2RE,Oc1ccc(cc1)c1nc(c2ccc(F)cc2)c([nH]1)c1ccncc1
2RF,O=C1NC(=O)C(=C1Nc1ccc(O)c(Cl)c1)c1cccc(Cl)c1
2RG,CC(O)C(C=O)C1N=C(C(=O)O)C(SC2CNC(C2)C(=O)Nc2cccc(c2)C(=O)O)C1C
2RH,CC(C)CC(O)C(=O)O
2RJ,Cc1cccc(Oc2nccc(n2)c2c(ncn2C2CCNCC2)c2ccc(F)cc2)c1C
2RK,O=NC1CCC2=CC(C=CC=12)=C1N=C(NC1=C1C=CNC=C1)C1CCNCC1
2RL,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1OC
2RM,O=C(NCc1ccc(cc1)S(=O)(=O)c1cc(F)cc(F)c1)c1ccc2cccn2c1
2RN,Oc1cccc(c1)c1[nH]c(nc1c1ccncc1)c1ccccc1
2RO,CC(C)(C)c1ccc(cc1)CCC1C(=O)NC(=O)NC=1C(=O)O
2RQ,COc1ccccc1Oc1nccc(n1)c1c(ncn1C1CCNCC1)c1ccc(F)cc1
2RR,N#CCCNc1nonc1c1nc2ccccc2n1CC(=O)c1ccc(N)cc1
2RS,Cc1cc(C)c(Nc2nc(nc(n2)OCCCN2CCOCC2)Nc2ccc(C#N)cc2)c(C)c1
2RT,Cc1cc(C)c(Nc2ncnc(n2)Nc2ccc(C#N)cc2)c(C)c1
2RU,CC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F
2RV,CCC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)OC(F)(F)F
2RW,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OCCC2O)C(O)C1O
2RX,NC(COP(=O)(O)S)C(=O)O
2RY,O=C(Cc1ccccc1C(F)(F)F)N1CCN(CC1)C1=NC=NC2=[SH]C3=CC=CC3=C12
2RZ,COc1ccc(cc1OC)CNC(=O)C(Cc1ccccc1)NC(=N)NC(=O)Cc1ccc(OC)c(c1)OC
2S0,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4=C3C(CC21C)c1ccc(cc1)N(C)C)C(C)=O
2S1,COc1cc(Br)c(cc1OC)C(=O)NC(Cc1cccc(c1)Oc1ccccc1)C(O)CN(CCc1ccc(Cl)cc1Cl)C(=O)CCN1C(=O)c2ccccc2C1=O
2S2,CCCCC(C(=O)O)c1c[nH]c2ccccc12
2S3,CCCC(C(=O)O)c1c[nH]c2ccccc12
2S4,COc1ccc(cc1OC)CC(=O)NC(=N)NCc1ccc(C)cc1
2S6,N#Cc1ccc(cc1)OCCCN1CCC(CC1)C(O)(c1ccccc1)C1CCCC1
2S7,N#Cc1ccc(cc1)OCCCN1CCC(CC1)C(O)(c1ccccn1)C1CCCC1
2S8,CC(C)(C)OC(=O)NCCCCCCC(C(=O)O)c1c[nH]c2ccccc12
2S9,N#Cc1ccc(cc1)OCCCN1CCC(CC1)C(O)(c1cccc(F)c1)C1CCCC1
2SA,O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O
2SB,NC(C(=O)NN=Cc1ccc(O)c(Br)c1)c1ccccc1
2SC,OCc1cnn2c(cc(nc12)c1ccccc1)NCc1cccnc1
2SD,NS(=O)(=O)C1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
2SE,NS(=O)(=O)c1ccc(cc1)OCCCN1CCC(CC1)C(O)(c1ccccn1)C1CCCC1
2SF,N#Cc1ccc(cc1)OCCCN1CCC(CC1)C(N)(c1ccccc1)C1CCCC1
2SG,NC1=Nc2c(ncn2C2OC(CO[PH](O)(S)S)C(O)C2O)C(=O)N1
2SH,O=C(NC(CO)c1ccc(F)c(Cl)c1)N1CCc2cnc(nc2C1)NC1CCOCC1
2SI,O=C(O)C1OC(O)C(OS(=O)(=O)O)C(O)C1O
2SJ,COc1cc2CCC(NC(C)=O)C3=CC(=O)C(O)=CC=C3c2c(OC)c1OC
2SK,CSC1C(O)C(O)C(O)C1NCc1ccccc1
2SM,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nccc(C)n1
2SN,CN(C)Cc1cccc(c1)NCc1ccc2ccc(N)nc2c1
2SO,NC(Cc1c[n+](cn1CCCCCCCCc1ccccc1)CCC(O)CO)C(=O)O
2SP,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCCC
2SQ,Cc1c(cc(F)c2OCCCc12)C1=C(C(OC(C)(C)C)C(=O)O)N(C)C(=O)c2ccccc21
2SR,COc1ccc(cc1OC)c1cc(C)cc2C(O)=CC(Oc21)C1CCOCC1
2SS,C=CCN(Cc1ccccc1C(=O)NCC1CCC1)Cc1ccc2OC(CCC(=O)O)COc2c1C(=O)O
2ST,C[Se]C1C(O)C(COP(=O)(O)O)OC1N1C=C(C)C(=O)NC1=O
2SU,NC(CF)(Cc1c[nH]c2ccccc12)C(=O)O
2SW,CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1
2SX,O=C(O)Cc1c[nH]c2ccc(Br)cc12
2SY,O=C(O)Cc1cn(Cc2cccc(Cl)c2)c2ccccc12
2SZ,CN1CCN(CC1)Cc1ccc(C#Cc2ccc(cc2)c2cc(cnc2n2cnc3ccccc32)C(=O)NO)cn1
2T0,Nc1nc2-c3cc(ccc3CCc2s1)OP(=O)(O)O
2T1,O=C(O)c1ccccc1NC(=O)N1CCC(CC1)c1ccccc1C(F)(F)F
2T2,C#Cc1cccc(c1)Cn1cc(CC(=O)O)c2ccccc21
2T3,O=C(O)C(O)C(O)C(=O)Nc1ccccc1
2T4,Nc1nc2c(Cc3cccc(OCP(=O)(O)O)c3-2)s1
2T5,O=P(O)(O)COc1cccc2Cc3scnc3-c21
2T6,NC(=O)c1ccc(OCP(=O)(O)O)c2-c3ncsc3Cc12
2T7,COc1ccc(cc1Cn1cc(CC(=O)O)c2ccccc21)[N+](=O)[O-]
2T8,[O+]#C[Ir]([O-])(Cl)(Cl)(Cl)Cl
2T9,COc1ccc(cc1Cn1cc(CC(=O)O)c2ccc(cc21)c1cc(N)cc(N)c1)[N+](=O)[O-]
2TA,Cc1cnc(nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C)Nc1ccc(cc1)OCCN1CCCC1
2TB,[NH3+]C1CC([NH3+])C(O)C(O)C1O
2TC,CN(C)C1C(O)=C(C#N)C(=O)C2(O)C(=O)CC(CC12)C1(C)OC(=O)c2c(O)ccc(Cl)c21
2TD,C=CCCCCCCCCCC(C)=O
2TE,CC#CCC(O)(c1ccc(cc1)N1CCN(CC1C#CC)S(=O)(=O)c1ccc(N)nc1)C(F)(F)F
2TF,CC#CC1CN(CCN1c1ccc(cc1)C(O)(CO)C(F)(F)F)S(=O)(=O)c1ccc(N)nc1
2TG,CC#CC1CN(CCN1c1ccc(cc1)S(=N)(=O)C(F)(F)F)S(=O)(=O)c1ccc(N)nc1
2TH,O=C(NC1Cc2ccccc2C1O)c1cc2cc(Cl)sc2[nH]1
2TJ,CC#CC1CN(CCN1c1ccc(cc1)S(=O)(=O)NC)S(=O)(=O)c1ccc(N)nc1
2TK,CCCCCCc1ccc(Oc2ccccc2Br)c(O)c1
2TL,CC(O)C(N)C(=O)O
2TM,NC1C=CN(C(=O)N=1)C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O
2TN,CC(C)NCC(O)COc1ccc(cc1)CC(N)=O
2TO,Nc1ccc(cn1)S(=O)(=O)N1CCN(CC1)c1ncc(cc1c1cccnc1)C(O)(C(F)(F)F)C(F)(F)F
2TP,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(n1)NO
2TQ,O=C(O)C1CCC2CC(=O)N21
2TS,N=C(N)NCCCC(NS(=O)(=O)Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1cc(Cl)ccc1CN
2TT,O=C(Nc1ccnc(c1)NC(=O)C1CC1)c1ccccc1Cl
2TU,O=C1C=CN(C(=S)N1)C1OC(CO)C(O)C1O
2TV,CC(=O)OC=C1CSC(N=C1C(=O)O)C(C=O)NC=O
2TW,CC(C)(C)S(=O)(=O)CC(C1CC1)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1
2TX,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C
2TY,NC(Cc1cc(N=CCc2ccccc2)c(O)cc1O)C(=O)O
2TZ,CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1
2U0,CC1(Cc2ncc(CC(=O)O)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)c(F)c2)N(C1=O)C(CS(=O)(=O)C(C)(C)C)C1CC1
2U1,CC1(Cc2ccc(cn2)C(=O)O)OC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C1=O)C(CS(=O)(=O)C(C)(C)C)C1CC1
2U2,Nc1nc(cs1)C(=NOCC1=CC(=O)C(O)=CN1O)C(=O)NC(C=O)CON=C(CCC(=O)O)C(=O)O
2U3,CC(C)(NOS(=O)(=O)O)C(CO)NC(=O)C(=NOCC1=CC(=O)C(O)=CN1O)c1csc(N)n1
2U4,CC(C)(ON=C(C(=O)NC(C=O)CON=C(CC(C(=O)O)N1C(=O)c2cc(O)c(O)cc2C1=O)C(=O)O)c1csc(N)n1)C(=O)O
2U5,CC1(Cc2ccc(cn2)C(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C1=O)C(CS(=O)(=O)C(C)(C)C)C1CC1
2U6,CC1(Cc2ccc(cn2)C(=O)O)OC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C1=O)C(CS(=O)(=O)C(C)(C)C)C1CC1
2U7,CCC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1
2U8,COC(=O)N1CCC2C1CCCC2(O)C#Cc1cccc(C)c1
2U9,Cc1ccc(cc1)OCc1nc(cs1)C(=O)NC1CCS(=O)(=O)C1
2UA,NC(CCC(=O)C1CC1)CC1CCNC1=O
2UB,O=C(O)C(S)=Cc1ccc(Cl)cc1
2UC,N=C(N)NCc1cccc(c1)CC=O
2UD,O=C(O)C(=S)Cc1c[nH]c2ccc(Br)cc12
2UE,N=C(N)NCc1ccc(cc1)CC=O
2UF,O=C(O)C(O)C(O)C(O)C(O)CO
2UG,Nc1ncc(c(CC2CC2)n1)c1ccnc(n1)Nc1ccncc1
2UH,CCC(=O)NCCCNC1=Nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)C(=O)N1
2UJ,CCC(=O)NCCCNC1=NC(=O)c2ncn(c2N1)C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
2UK,CCC(=O)NCCCNC1=NC(=O)c2ncn(c2N1)C1OC(COP(=O)(O)OP(=O)(O)NP(=O)(O)O)C(O)C1O
2UL,NC(C(=O)NC(Cc1cccc(c1)C(=O)O)B(O)O)c1ccccc1
2UN,COC(=O)C(Cc1ccccc1)(Cc1ccc(cc1)NS(=O)(=O)O)C(=O)OC
2UO,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
2UP,N=C(N)c1ccc2ccccc2c1
2UQ,N=Cc1ncc(cn1)C(=O)NCc1ccccc1
2UR,CC1Cc2cc(F)cc(C(N)=O)c2O1
2US,NC(=O)c1cccc2C(=O)C(=Cc3ccc(O)cc3O)Oc12
2UT,NC(=O)c1cccc2C(=O)C(=Cc3ccc(cc3)OCCN3CCOCC3)Oc12
2UU,Cc1ccc(c2ccc(C(=O)O)c(c2)NS(=O)(=O)c2ccc(cc2)Oc2ccccc2)c2ccccc12
2UV,CCCc1ccc(cc1)c1ccc(O)c(c1)C(=O)O
2UW,CC(O)(c1cnc(c(Cl)c1)c1ccc(s1)S(=O)(=O)c1ccc(N)nc1)C(F)(F)F
2UX,CC(O)(c1ccc(cc1)c1ccc(cc1)S(=O)(=O)c1ccc(N)nc1)C(F)(F)F
2UY,CC(O)(c1ccc(nc1)c1ccc(nc1Nc1ccccc1)S(=O)(=O)c1ccc(N)nc1)C(F)(F)F
2UZ,NC(C(=O)O)C1NC(=CCS1)C(=O)O
2V0,CC1CSC(NC=1C(=O)O)C(N)C(=O)O
2V1,CS(=O)(=O)c1ccc(cc1)C(=O)Nc1cccc(c1)c1cn2ccnc2c(n1)Nc1ccc(cc1)C(=O)N1CCOCC1
2V2,CNC(=O)NC1=CC(=CN(C)C1=O)c1cccc(c1C)N1C=Nc2cc(ccc2C1=O)C(C)(C)C
2V3,CCN1CCN(CC1)c1ccc(nc1)NC1=CC(=CN(C)C1=O)c1cccc(c1CO)N1C=Cc2cc(cc(F)c2C1=O)C1CC1
2V4,CC1(O)CC(=O)c2c(cc(O)c3C(=O)c4c(O)cccc4C(=O)c32)C1
2V5,CN1CCN(CC1)C(=O)NC(CCCONC(=N)N)C(=O)NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1
2V6,Cc1cc(Nc2cc(F)c(c(F)c2)C(F)(F)F)n2nc(nc2n1)C(F)(F)F
2V7,COc1ccc2cc(ccc2c1)C(O)C(C)O
2V8,Cc1cccc(c1)c1nc(C(=O)O)c(c2cccc(Cl)c2)n1c1cc(Cl)ccc1C
2V9,CC12OC(CC1(O)CO)n1c3ccccc3c3c4C(=O)N=Cc4c4c5ccccc5n2c4c31
2VA,CC(C)C(N)C(=O)NC1C(O)C(CO)OC1n1cnc2c(N)ncnc21
2VC,CN1CCN(CC1)C(=O)NC(CCCONC(=N)N)C(=O)NC(C=CS(=O)(=O)c1ncccn1)CCc1ccccc1
2VD,O=C(Cn1c2CC(CCc2c2cc(Br)ccc21)C(=O)O)NC(Cc1ccccc1)C(=O)O
2VE,O=C(O)CNC(=O)Cn1c2CC(CCc2c2cc(Br)ccc21)C(=O)O
2VF,NC(=O)Cn1c2CC(CCc2c2cc(Cl)ccc21)C(=O)O
2VG,O=C(O)C1CCc2c(C1)[nH]c1ccc(Cl)cc21
2VH,CS(=O)(=O)n1cc2CN(Cc2n1)C1COC(c2cc(F)c(F)cc2F)C(N)C1
2VJ,CCc1cc(nc(n1)C1CCCCC1C(=O)NCc1ccc(Cl)c(Cl)c1)Sc1ncc([nH]1)C(=O)O
2VK,N#Cc1ccc(cc1)OCCCN1CCC(CC1)C(O)(c1ccccc1)C1CCCC1
2VL,Cc1c(cccc1C1=CN(C)C(=O)C(=N1)Nc1ccc(cc1)C1C(=O)N(C)CCN1C)NC(=O)c1cc2CCCCc2s1
2VM,O=C(Cn1c2CC(CCc2c2cc(Br)ccc21)C(=O)O)NC(Cc1ccccc1)C(=O)O
2VO,C=CC1C(=O)N=C(Cc2[nH]c(Cc3[nH]c(C=C4NC(=O)C(C)C4CC)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)C=1C
2VP,CC(=CC=CC(C)=CC(=O)O)C=C1CCCc2ccc(C)cc21
2VQ,Cc1ncc(n1CCNS(N)(=O)=O)[N+](=O)[O-]
2VR,CC(=CC=CC(C)=CC(=O)O)C=C1CCCc2cccc(C)c21
2VS,O=CC=CC=C(O)C(=O)O
2VT,N#Cc1cccc(c1)Cn1cc(cn1)NC(=O)c1[nH]nc2ccccc12
2VU,N#Cc1cccc(c1)Cn1cc(cn1)NC(=O)c1n[nH]c2cc(ccc12)c1cn[nH]c1
2VV,CN(C)CCC(c1ccccc1)n1cc(cn1)NC(=O)c1n[nH]c2cc(ccc12)c1cn[nH]c1
2VW,CN(C)CCC(c1ccccc1)n1cc(cn1)NC(=O)c1n[nH]c2cc(ccc12)c1cn[nH]c1
2VX,CCCS(=O)(=O)Nc1ccc(F)c(c1F)N(C)c1ccc2N=CN(C)C(=O)c2c1
2VY,Cc1ncc(Cc2csc(C=O)c2C)c(N)n1
2VZ,CC(=CC=CC(C)=CC(=O)O)C=C1CCCc2cc(C)ccc21
2W0,CC(=CC=CC(C)=CC(=O)O)C=C1CCCc2c(C)cccc21
2W1,O=C(c1ccc(cc1)Oc1ncccc1C1CCOCC1)c1nc2ccccc2[nH]1
2W2,N=C(N)NCCCC(NC(CCC(=O)O)C(=O)O)C(=O)O
2W3,CCc1cc(nc(n1)C1CCCCC1C(=O)NCc1ccc(Cl)c(Cl)c1)C1=NC(O)=C(C(N)=O)C(=O)N1
2W4,O=C(C1CC1)N1CCC(CC2=NNC(=O)N2c2ccc(cc2)c2ccc3occc3c2)C1
2W5,COc1cc(nc(n1)C1CCCCC1C(=O)NCc1ccc(Cl)c(Cl)c1)OC
2W6,CN(C)CCC(c1ccccc1)n1cc(cn1)NC(=O)c1n[nH]c2CC(C)(C)CCc12
2W7,O=C(CNC(=O)c1ccccc1S)NC12CC3CC(CC(C3)C1)C2
2W8,O=C(O)CCc1cccc(c1)c1cccc(c1)[N+](=O)[O-]
2W9,O=C(O)CCc1cccc(c1)c1ccc(o1)[N+](=O)[O-]
2WA,CCCCCCCCC=CCCCCCCC(O)OC(CO)COC(O)CCCCCCCCCCCCCC
2WB,O=C(O)Cc1ccccc1c1ccc(o1)c1cccc(c1)[N+](=O)[O-]
2WC,Cc1c(cccc1c1nc2nc(N)nc(OCC3CCCCC3)c2[nH]1)C(=O)O
2WD,CCCCCC(O)OCC(CO)OC(O)CCCC
2WE,NC(=O)C1=[SH]C(=NC1=O)c1ccnc(c1)NC(=O)C1CC1
2WF,O=C(Nc1cc(ccn1)c1ccc2ccncc2c1)C1CC1
2WG,COc1nc(ncc1C(N)=O)c1ccnc(c1)NC(=O)C1CC1
2WH,CCCn1cnc(c1)CCNC(=O)Nc1nc2ccc(cc2s1)c1cncc(c1)OC
2WJ,CC(=O)Nc1nc2ccc(cc2s1)c1cccnc1
2WK,COc1cc(cnc1OC)c1ccc2nc(NC(C)=O)sc2c1
2WL,O=C(c1cn(cn1)Cc1ccccc1)N1CCN(CC1)c1ccccc1Cl
2WM,CCCCCCCCCC=CCCCCCCC(O)OCC(CO)OC(O)CCCCCCCCCCCCCCCCC
2WN,O=S(=O)(F)Oc1ccc(cc1)c1nnc(o1)c1cc(Cl)c(O)c(Cl)c1
2WP,NC(CCSCC1OC(O)C(O)C1O)C(=O)O
2WQ,C#CCNC(=O)c1ccc(F)cc1OCC(=O)O
2WR,NC(=O)c1ccc(F)cc1OCC(=O)O
2WS,OC1COC(OC2COC(OC3COC(O)C(O)C3O)C(O)C2O)C(O)C1O
2WT,Cn1c2cc(O)c(cc2c(I)c1c1cccc(c1)NC(=O)CCC(=O)NCc1ccc2OCOc2c1)C(=O)O
2WU,CNc1nc2cc3C(=O)NC(N)=Nc3cc2[nH]1
2WW,CC(C)CC(N)P(=O)(O)O
2WX,O=S(=O)(NC(c1cc2ccccc2s1)c1ccccc1Cl)c1ccc2OCCCOc2c1
2WY,O=S(=O)(NC(c1ccccc1)c1cc2ccccc2o1)c1ccc2OCCCOc2c1
2WZ,CC(C)(O)c1ccnc(c1)c1cccc2cc(sc21)C(NS(=O)(=O)C1CC1)c1c(Cl)cnc(N)c1F
2X0,NC(CCc1ccccc1)P(=O)(O)O
2X1,N=C(N)c1ccc(cc1)NC(=O)Nc1cccc(c1)CN
2X3,NC1=NC2=C(NC3N2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C3(O)C2O)C(=O)N1
2X4,NC1=NC2(CO1)c1cc(ccc1OC1COCCC12)c1cncc(Cl)c1
2X5,NC1=NC2(CO1)c1cc(ccc1OC1COCCC12)c1cncc(Cl)c1
2X6,NC1CCCCC1Nc1cc2N=CNC(=O)c2c(n1)Nc1cccc2cc[nH]c12
2X7,N=C1C=CC=COC1=O
2X9,Cc1nc(C)c(cc1CC(=O)O)Cc1nc2c(F)c(F)cc(F)c2s1
2XA,NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(Cl)cc1)C(=O)O
2XB,Nc1nc(O)c2c(c[nH]c2n1)Cc1ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O
2XC,O=C(C=CN1CCCC(C1)c1ccccc1)c1ccccc1O
2XD,O=C(C=CN1CCc2c[nH]nc2C1)c1ccccc1O
2XE,Sc1ccc(Br)cc1
2XF,CC(C)(C)OC(=O)NC1CNCC(C1)C(=O)N(Cc1cccc(Cl)c1Cl)C1CC1
2XG,Fc1ccc(S)cc1F
2XH,Sc1cccc2ccccc12
2XJ,CCCc1sc(nc1CSc1cc(N)nc(N)n1)c1ccc(OC)c(c1)OCC(C)(C)O
2XK,COc1cc(CC(=O)c2ccc(C#N)cc2)c(cc1OC)[N+](=O)[O-]
2XL,CCCc1sc(nc1CSc1nc(N)cc(N)n1)c1ccc(OC)c(O)c1
2XM,CCCc1sc(nc1CSc1nc(N)cc(N)n1)c1ccc(OCCO)c(c1)OCCO
